date,year_x,fish_count,precipitation,air_temp,stage,discharge,water_temp,luna,moon_phase,set_location,drift_location,nets
7/5/2014,2014,11574,0,53.5,8.43,11200,55.76,10,First Quarter,Kasilof Section,Kasilof Section,both
7/6/2014,2014,29490,0.15,58,8.53,11400,57.38,11,First Quarter,None,None,no_nets
7/7/2014,2014,29052,0.075,59.5,8.63,11700,55.58,12,First Quarter,Kasilof Section,Kasilof Section,both
7/8/2014,2014,16872,0,56,8.81,12000,54.5,13,First Quarter,None,None,no_nets
7/9/2014,2014,24201,0.47,55,8.73,12100,52.7,14,First Quarter,"Kenai, Kasilof, & East Forelands Sections",Expanded Kenai & Kasilof Sections,both
7/10/2014,2014,20312,1.14,53.5,8.87,12400,53.24,15,First Quarter,None,Drift Area 1 & Expanded Corridor,drift
7/11/2014,2014,12606,0.03,58,9.45,13400,52.7,16,First Quarter,None,Expanded Kenai & Kasilof Sections,drift
7/12/2014,2014,23779,0.02,56.5,9.6,14400,53.06,20,Full Moon,Kasilof Section within 1/2 mile of shore,Drift Area 1 & Expanded Corridor,both
7/13/2014,2014,31889,0.01,55.5,9.65,14900,52.88,21,Full Moon,None,Expanded Kenai & Kasilof Sections,drift
7/14/2014,2014,23118,0,53.5,9.99,15500,53.42,22,Full Moon,None,Drift Area 1 & Expanded Corridor,drift
7/15/2014,2014,23863,0,53.5,10.06,16000,53.42,23,Full Moon,Kasilof Section within 1/2 mile of shore,Expanded Kenai & Kasilof Sections,both
7/16/2014,2014,20934,0,55,10.11,16200,53.06,24,Full Moon,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/17/2014,2014,33144,0,56,10.12,16200,54.14,25,Full Moon,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/18/2014,2014,39024,0,56.5,10.05,15800,56.66,30,Third Quarter,Kasilof River Special Harvest Area,"Exp. Ken/Kas, & Anchor Pt.",both
7/19/2014,2014,16608,0.01,59,9.81,15200,54.14,31,Third Quarter,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/20/2014,2014,34104,0,57,9.63,14700,52.16,32,Third Quarter,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/21/2014,2014,63954,0,55,9.58,14200,53.06,33,Third Quarter,Kasilof River Special Harvest Area,Drift Area 1 & Expanded Corridor,both
7/22/2014,2014,44241,0.005,52.5,9.49,13700,53.24,34,Third Quarter,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/23/2014,2014,37492,0.01,58.5,9.46,13400,52.88,35,Third Quarter,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/24/2014,2014,37812,0.16,54.5,9.46,13400,55.04,36,Third Quarter,Kasilof River Special Harvest Area,"Exp. Ken/Kas, & Anchor Pt.",both
7/25/2014,2014,29844,0.31,54,9.34,13200,54.32,37,Third Quarter,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/26/2014,2014,32013,0,55,9.32,13200,54.32,0,New Moon,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/27/2014,2014,22073,0,54.5,9.16,12800,56.3,1,New Moon,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/28/2014,2014,31590,0.6,54.5,9,12500,57.38,2,New Moon,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/29/2014,2014,38565,0.03,59.5,8.92,12300,56.84,3,New Moon,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/30/2014,2014,58024,0,57,8.73,12100,57.74,4,New Moon,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
7/31/2014,2014,66786,0,57,8.65,11900,58.1,5,New Moon,None,"Exp. Ken/Kas, & Anchor Pt.",drift
8/1/2014,2014,35535,0,55,8.62,11800,56.48,6,New Moon,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
8/2/2014,2014,33971,0,58,8.57,11700,56.12,7,New Moon,Kasilof River Special Harvest Area,Kasilof River Special Harvest Area,both
8/3/2014,2014,50791,0.33,59,8.58,11700,57.74,10,First Quarter,None,None,no_nets
8/4/2014,2014,54803,0.29,58.5,8.58,11800,57.74,11,First Quarter,"Kenai, Kasilof, & East Forelands Sections",All,both
8/5/2014,2014,111807,0,59.5,8.55,11800,57.74,12,First Quarter,None,None,no_nets
8/6/2014,2014,63682,0,56.5,8.62,11900,57.56,13,First Quarter,Kenai & East Foreland Sections,None,set
8/7/2014,2014,58124,0.01,58,8.68,12100,56.84,14,First Quarter,None,All,drift
8/8/2014,2014,55101,0.05,58.5,8.9,12400,55.04,15,First Quarter,None,None,no_nets
8/9/2014,2014,53381,0.11,59.5,9.46,13400,54.14,16,First Quarter,None,None,no_nets
8/10/2014,2014,58086,0.06,61.5,9.755,14700,54.5,20,Full Moon,None,None,no_nets
8/11/2014,2014,30430,0.095,63.5,10.05,15900,55.58,21,Full Moon,None,Drift Areas 3 & 4,drift
8/12/2014,2014,14234,0.13,59.5,10.34,17200,55.04,22,Full Moon,None,None,no_nets
8/13/2014,2014,4484,0.15,60,10.63,18700,54.68,23,Full Moon,None,None,no_nets
8/13/2014,2014,4484,0.15,60,10.86,18700,54.68,23,Full Moon,None,None,no_nets
8/14/2014,2014,6048,0.69,58,11.05,20400,54.5,24,Full Moon,None,Drift Areas 3 & 4,drift
